Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,CS,PSxG,PSxG+/-,/90,Att (GK),#OPA,#OPA/90,Primary_Pos,cluster
2706,Nacho Vidal,es ESP,DF,Osasuna,es La Liga,29.0,1995.0,5,1,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,5,0.0,0.0,2706,es ESP,DF,es La Liga,29.0,1995.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2706,es ESP,DF,es La Liga,29.0,1995.0,1.4,37,49,75.5,613,304,0,0.0,0.0,0.0,0,1,0,0,1,2706,es ESP,DF,es La Liga,29.0,1995.0,1.4,49,37,12,0,0,0,2,12,0,0,0,0,37,0,2,2706,es ESP,DF,es La Liga,29.0,1995.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,2706,es ESP,DF,es La Liga,29.0,1995.0,1.4,2,0,0,1,1,4,25.0,3,1,0,1,0,2,6,0,2706,es ESP,DF,es La Liga,29.0,1995.0,1.4,65,5,23,24,19,0,65,2,2,100.0,0,0.0,24,129,77,3,3,0,2,2,33,5,3327,es ESP,DF,es La Liga,29.0,1995.0,5,124,25,3.6,1.4,1,90.0,1,4,9.0,14,2.0,1,5,-4,-2.9,-2.9,0.1,2.8,-2.7,-1.93,2706,es ESP,DF,es La Liga,29.0,1995.0,1.4,0,0,0,2,1,0,2,0,0,0,0,0,5,3,1,75.0,,,,,,,,DF,1
2716,Viti,es ESP,DF,Las Palmas,es La Liga,26.0,1997.0,29,23,1982,22.0,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.4,43,44,65,0.09,0.06,2716,es ESP,DF,es La Liga,26.0,1997.0,22.0,0,3,2,66.7,0.14,0.09,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2716,es ESP,DF,es La Liga,26.0,1997.0,22.0,757,934,81.0,12326,4296,2,1.4,1.3,0.6,12,40,13,8,44,2716,es ESP,DF,es La Liga,26.0,1997.0,22.0,934,722,209,16,1,3,45,193,0,0,0,0,757,3,18,2716,es ESP,DF,es La Liga,26.0,1997.0,22.0,29,1.32,23,3,2,0,1,0,3,0.14,2716,es ESP,DF,es La Liga,26.0,1997.0,22.0,71,46,43,21,7,45,68.9,14,28,7,21,27,98,61,0,2716,es ESP,DF,es La Liga,26.0,1997.0,22.0,1186,62,396,562,241,23,1186,20,9,45.0,7,35.0,491,3138,1498,43,14,4,28,6,559,65,3342,es ESP,DF,es La Liga,26.0,1997.0,29,1982,68,58.0,22.0,23,80.0,12,6,24.0,2,0.9,21,36,-15,-0.68,-0.31,18.5,35.0,-16.4,-0.75,2716,es ESP,DF,es La Liga,26.0,1997.0,22.0,5,0,0,28,31,0,45,27,46,0,0,0,85,18,19,48.6,,,,,,,,DF,0
2717,Mattia Viti,it ITA,DF,Empoli,it Serie A,22.0,2002.0,30,30,2572,28.6,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,17,86,10,0.03,0.03,2717,it ITA,DF,it Serie A,22.0,2002.0,28.6,1,11,2,18.2,0.38,0.07,0.09,0.5,14.3,0,0,0,0.8,0.8,0.07,0.2,0.2,2717,it ITA,DF,it Serie A,22.0,2002.0,28.6,933,1163,80.2,17070,5753,0,0.2,0.2,-0.2,5,71,3,0,86,2717,it ITA,DF,it Serie A,22.0,2002.0,28.6,1163,977,185,76,1,5,0,2,0,0,0,0,933,1,8,2717,it ITA,DF,it Serie A,22.0,2002.0,28.6,23,0.8,14,2,0,2,2,3,0,0.0,2717,it ITA,DF,it Serie A,22.0,2002.0,28.6,65,45,42,20,3,52,65.4,18,41,18,23,48,113,128,4,2717,it ITA,DF,it Serie A,22.0,2002.0,28.6,1506,260,798,663,58,12,1506,11,6,54.5,3,27.3,633,3228,1714,17,9,0,20,17,752,10,3343,it ITA,DF,it Serie A,22.0,2002.0,30,2572,86,75.2,28.6,30,86.0,25,0,,0,1.0,27,36,-9,-0.31,1.49,22.2,34.1,-11.9,-0.42,2717,it ITA,DF,it Serie A,22.0,2002.0,28.6,3,0,0,30,29,1,0,48,45,0,0,0,97,61,52,54.0,,,,,,,,DF,0
2720,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,25.0,1999.0,32,28,2608,29.0,4,0,4,4,0,0,3,0,1.9,1.9,0.4,2.3,36,185,6,0.14,0.08,2720,es ESP,DF,es La Liga,25.0,1999.0,29.0,4,18,5,27.8,0.62,0.17,0.22,0.8,13.8,0,0,0,1.9,1.9,0.11,2.1,2.1,2720,es ESP,DF,es La Liga,25.0,1999.0,29.0,1526,1753,87.1,31626,11850,0,0.4,0.7,-0.4,10,166,10,3,185,2720,es ESP,DF,es La Liga,25.0,1999.0,29.0,1753,1685,65,58,2,11,8,2,0,0,0,0,1526,3,13,2720,es ESP,DF,es La Liga,25.0,1999.0,29.0,34,1.17,32,0,1,0,0,1,1,0.03,2720,es ESP,DF,es La Liga,25.0,1999.0,29.0,40,26,23,14,3,32,65.6,11,26,10,16,47,87,152,2,2720,es ESP,DF,es La Liga,25.0,1999.0,29.0,2085,147,901,1119,79,26,2085,17,10,58.8,6,35.3,1169,6581,4326,36,17,1,19,13,1325,6,3346,es ESP,DF,es La Liga,25.0,1999.0,32,2608,82,76.3,29.0,28,90.0,28,4,22.0,3,1.88,47,22,25,0.86,0.86,44.9,29.3,15.6,0.54,2720,es ESP,DF,es La Liga,25.0,1999.0,29.0,3,0,0,27,21,1,8,47,26,0,1,0,164,43,31,58.1,,,,,,,,DF,2
2725,Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,25.0,1998.0,12,8,715,7.9,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.4,9,26,2,0.25,0.17,2725,it ITA,DF,it Serie A,25.0,1998.0,7.9,2,5,2,40.0,0.63,0.25,0.4,1.0,10.6,0,0,0,1.3,1.3,0.27,0.7,0.7,2725,it ITA,DF,it Serie A,25.0,1998.0,7.9,266,341,78.0,5278,2121,0,0.0,0.2,0.0,1,35,4,3,26,2725,it ITA,DF,it Serie A,25.0,1998.0,7.9,341,319,21,5,0,4,11,16,0,0,0,0,266,1,8,2725,it ITA,DF,it Serie A,25.0,1998.0,7.9,6,0.76,4,0,0,2,0,0,0,0.0,2725,it ITA,DF,it Serie A,25.0,1998.0,7.9,15,3,7,7,1,12,83.3,2,11,7,4,9,24,20,0,2725,it ITA,DF,it Serie A,25.0,1998.0,7.9,407,37,183,189,35,5,407,1,0,0.0,1,100.0,208,1139,666,9,8,1,2,1,258,2,3352,it ITA,DF,it Serie A,25.0,1998.0,12,715,60,20.9,7.9,8,75.0,5,4,29.0,7,1.17,5,14,-9,-1.13,-1.03,7.7,13.2,-5.5,-0.69,2725,it ITA,DF,it Serie A,25.0,1998.0,7.9,3,0,0,12,2,0,11,9,3,0,1,0,20,11,8,57.9,,,,,,,,DF,4
2726,Alessandro Vogliacco,it ITA,DF,Parma,it Serie A,25.0,1998.0,10,10,772,8.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,21,0,0.0,0.02,2726,it ITA,DF,it Serie A,25.0,1998.0,8.6,0,1,1,100.0,0.12,0.12,0.0,0.0,6.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1,2726,it ITA,DF,it Serie A,25.0,1998.0,8.6,437,477,91.6,8499,3028,0,0.1,0.1,-0.1,3,26,1,0,21,2726,it ITA,DF,it Serie A,25.0,1998.0,8.6,477,455,22,17,0,4,2,0,0,0,0,0,437,0,0,2726,it ITA,DF,it Serie A,25.0,1998.0,8.6,5,0.58,4,0,0,1,0,0,0,0.0,2726,it ITA,DF,it Serie A,25.0,1998.0,8.6,5,2,5,0,0,5,60.0,2,15,10,5,3,8,37,0,2726,it ITA,DF,it Serie A,25.0,1998.0,8.6,551,64,283,260,12,3,551,1,1,100.0,0,0.0,370,1561,873,2,1,0,4,0,395,0,3353,it ITA,DF,it Serie A,25.0,1998.0,10,772,77,22.6,8.6,10,77.0,7,0,,3,0.8,9,14,-5,-0.58,-0.28,10.0,9.9,0.1,0.01,2726,it ITA,DF,it Serie A,25.0,1998.0,8.6,2,0,0,10,5,0,2,3,2,0,0,1,24,17,13,56.7,,,,,,,,DF,4
2727,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,32.0,1991.0,18,16,1367,15.2,1,0,1,0,1,1,6,0,0.8,0.0,0.0,0.0,11,70,2,0.0,0.05,2727,de GER,DF,de Bundesliga,32.0,1991.0,15.2,1,0,0,,0.0,0.0,,,,0,1,1,0.8,0.0,,0.2,0.0,2727,de GER,DF,de Bundesliga,32.0,1991.0,15.2,790,897,88.1,16194,7116,0,0.0,0.3,0.0,2,71,8,0,70,2727,de GER,DF,de Bundesliga,32.0,1991.0,15.2,897,828,67,38,0,3,0,2,0,0,0,0,790,2,2,2727,de GER,DF,de Bundesliga,32.0,1991.0,15.2,17,1.12,15,2,0,0,0,0,0,0.0,2727,de GER,DF,de Bundesliga,32.0,1991.0,15.2,12,8,7,5,0,13,61.5,5,16,8,8,9,21,75,1,2727,de GER,DF,de Bundesliga,32.0,1991.0,15.2,1030,139,524,508,10,2,1029,5,4,80.0,1,20.0,560,2491,1303,11,3,1,5,2,619,2,3354,de GER,DF,de Bundesliga,32.0,1991.0,18,1367,76,44.7,15.2,16,82.0,10,2,29.0,5,1.0,12,19,-7,-0.46,0.02,14.6,18.8,-4.1,-0.27,2727,de GER,DF,de Bundesliga,32.0,1991.0,15.2,6,0,0,10,7,0,0,9,8,0,1,0,90,14,13,51.9,,,,,,,,DF,0
2728,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,29.0,1995.0,17,12,1105,12.3,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,18,64,34,0.0,0.07,2728,xk KVX,DF,it Serie A,29.0,1995.0,12.3,0,5,0,0.0,0.41,0.0,0.0,,20.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,2728,xk KVX,DF,it Serie A,29.0,1995.0,12.3,662,792,83.6,12050,3725,0,0.4,0.9,-0.4,11,47,16,9,64,2728,xk KVX,DF,it Serie A,29.0,1995.0,12.3,792,710,81,12,2,9,40,63,6,5,0,0,662,1,12,2728,xk KVX,DF,it Serie A,29.0,1995.0,12.3,27,2.2,24,1,1,0,1,0,1,0.08,2728,xk KVX,DF,it Serie A,29.0,1995.0,12.3,18,10,5,9,4,14,50.0,7,13,3,10,7,25,24,1,2728,xk KVX,DF,it Serie A,29.0,1995.0,12.3,875,43,292,440,147,6,875,11,6,54.5,3,27.3,577,2761,1300,18,12,1,8,8,606,34,3355,xk KVX,DF,it Serie A,29.0,1995.0,17,1105,65,32.3,12.3,12,77.0,5,5,35.0,1,0.94,12,16,-4,-0.33,-0.25,12.3,15.7,-3.4,-0.28,2728,xk KVX,DF,it Serie A,29.0,1995.0,12.3,4,0,0,13,4,1,40,7,10,0,0,0,53,8,10,44.4,,,,,,,,DF,0
2729,Mërgim Vojvoda,xk KVX,DF,Como,it Serie A,29.0,1995.0,11,8,717,8.0,1,2,3,1,0,0,2,0,0.2,0.2,2.0,2.3,16,43,40,0.38,0.28,2729,xk KVX,DF,it Serie A,29.0,1995.0,8.0,1,4,1,25.0,0.5,0.13,0.25,1.0,18.5,0,0,0,0.2,0.2,0.06,0.8,0.8,2729,xk KVX,DF,it Serie A,29.0,1995.0,8.0,375,460,81.5,6049,2206,2,2.0,0.9,0.0,12,31,11,4,43,2729,xk KVX,DF,it Serie A,29.0,1995.0,8.0,460,392,67,8,0,0,26,50,9,2,2,0,375,1,3,2729,xk KVX,DF,it Serie A,29.0,1995.0,8.0,20,2.51,15,3,1,1,0,0,2,0.25,2729,xk KVX,DF,it Serie A,29.0,1995.0,8.0,9,6,5,4,0,9,77.8,2,7,4,3,3,12,18,0,2729,xk KVX,DF,it Serie A,29.0,1995.0,8.0,521,32,148,230,147,14,521,11,3,27.3,7,63.6,293,1217,592,16,11,4,4,4,343,40,3356,xk KVX,DF,it Serie A,29.0,1995.0,11,717,65,21.0,8.0,8,81.0,5,3,22.0,1,2.09,12,8,4,0.5,0.74,11.6,11.4,0.2,0.02,2729,xk KVX,DF,it Serie A,29.0,1995.0,8.0,2,0,0,8,2,1,26,3,6,0,0,0,28,6,6,50.0,,,,,,,,DF,4
2732,Stefan de Vrij,nl NED,DF,Inter,it Serie A,32.0,1992.0,25,17,1636,18.2,3,0,3,3,0,0,2,0,1.1,1.1,0.0,1.1,11,76,5,0.17,0.06,2732,nl NED,DF,it Serie A,32.0,1992.0,18.2,3,13,3,23.1,0.72,0.17,0.23,1.0,10.6,0,0,0,1.1,1.1,0.08,1.9,1.9,2732,nl NED,DF,it Serie A,32.0,1992.0,18.2,1309,1403,93.3,24028,7772,0,0.0,0.3,0.0,1,64,1,0,76,2732,nl NED,DF,it Serie A,32.0,1992.0,18.2,1403,1372,31,26,2,3,0,2,0,0,0,0,1309,0,4,2732,nl NED,DF,it Serie A,32.0,1992.0,18.2,14,0.73,9,0,0,5,0,0,3,0.16,2732,nl NED,DF,it Serie A,32.0,1992.0,18.2,18,11,12,5,1,12,75.0,3,19,11,8,22,40,89,0,2732,nl NED,DF,it Serie A,32.0,1992.0,18.2,1613,151,693,885,41,19,1613,8,3,37.5,5,62.5,988,5474,2932,11,7,0,4,1,1162,5,3361,nl NED,DF,it Serie A,32.0,1992.0,25,1636,65,47.9,18.2,17,84.0,14,8,26.0,9,2.42,46,16,30,1.65,0.94,37.2,16.2,21.0,1.1,2732,nl NED,DF,it Serie A,32.0,1992.0,18.2,2,0,0,8,4,0,0,22,11,0,0,0,66,65,38,63.1,,,,,,,,DF,3
2737,Hauke Wahl,de GER,DF,St. Pauli,de Bundesliga,30.0,1994.0,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.9,0.9,0.5,1.4,30,142,10,0.0,0.04,2737,de GER,DF,de Bundesliga,30.0,1994.0,33.0,0,11,4,36.4,0.33,0.12,0.0,0.0,11.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9,2737,de GER,DF,de Bundesliga,30.0,1994.0,33.0,1520,1755,86.6,26509,9297,0,0.5,1.6,-0.5,9,120,8,1,142,2737,de GER,DF,de Bundesliga,30.0,1994.0,33.0,1755,1683,68,40,0,0,8,4,0,0,0,0,1520,4,11,2737,de GER,DF,de Bundesliga,30.0,1994.0,33.0,26,0.79,22,0,0,2,1,1,0,0.0,2737,de GER,DF,de Bundesliga,30.0,1994.0,33.0,36,27,21,13,2,38,60.5,15,44,25,19,31,67,170,4,2737,de GER,DF,de Bundesliga,30.0,1994.0,33.0,2096,246,991,1019,99,28,2096,10,8,80.0,2,20.0,1040,6302,3938,30,14,1,10,9,1305,10,3367,de GER,DF,de Bundesliga,30.0,1994.0,33,2970,90,97.1,33.0,33,90.0,33,0,,0,0.97,26,38,-12,-0.36,0.64,34.3,41.8,-7.5,-0.23,2737,de GER,DF,de Bundesliga,30.0,1994.0,33.0,1,0,0,13,15,2,8,31,27,0,0,0,129,47,50,48.5,,,,,,,,DF,3
2738,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,34.0,1990.0,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.0,0.05,2738,eng ENG,DF,eng Premier League,34.0,1990.0,10.8,0,5,2,40.0,0.46,0.19,0.0,0.0,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2738,eng ENG,DF,eng Premier League,34.0,1990.0,10.8,724,826,87.7,11928,3918,0,0.4,1.3,-0.4,7,63,7,4,64,2738,eng ENG,DF,eng Premier League,34.0,1990.0,10.8,826,727,99,18,2,7,14,81,0,0,0,0,724,0,8,2738,eng ENG,DF,eng Premier League,34.0,1990.0,10.8,17,1.58,17,0,0,0,0,0,0,0.0,2738,eng ENG,DF,eng Premier League,34.0,1990.0,10.8,17,10,7,7,3,26,53.8,12,13,4,9,3,20,13,1,2738,eng ENG,DF,eng Premier League,34.0,1990.0,10.8,892,26,197,473,228,5,892,6,3,50.0,2,33.3,499,2284,1106,12,13,0,9,2,630,11,3368,eng ENG,DF,eng Premier League,34.0,1990.0,15,970,65,28.4,10.8,9,89.0,8,6,29.0,2,1.4,13,21,-8,-0.74,-2.06,15.4,19.3,-3.9,-0.36,2738,eng ENG,DF,eng Premier League,34.0,1990.0,10.8,3,0,0,6,5,1,14,3,10,0,0,0,46,9,7,56.3,,,,,,,,DF,0
2739,Kyle Walker,eng ENG,DF,Milan,it Serie A,34.0,1990.0,11,7,659,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.9,1.0,11,32,19,0.0,0.13,2739,eng ENG,DF,it Serie A,34.0,1990.0,7.3,0,2,0,0.0,0.27,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0,2739,eng ENG,DF,it Serie A,34.0,1990.0,7.3,370,422,87.7,6392,1909,0,0.9,0.5,-0.9,6,26,2,0,32,2739,eng ENG,DF,it Serie A,34.0,1990.0,7.3,422,372,50,11,0,2,11,39,0,0,0,0,370,0,3,2739,eng ENG,DF,it Serie A,34.0,1990.0,7.3,10,1.37,9,1,0,0,0,0,0,0.0,2739,eng ENG,DF,it Serie A,34.0,1990.0,7.3,17,9,12,4,1,17,76.5,4,9,5,4,9,26,15,1,2739,eng ENG,DF,it Serie A,34.0,1990.0,7.3,492,33,163,238,96,6,492,7,5,71.4,2,28.6,310,1392,674,11,5,2,6,4,323,19,3369,eng ENG,DF,it Serie A,34.0,1990.0,11,659,60,19.3,7.3,7,79.0,4,4,26.0,0,2.09,14,9,5,0.68,0.26,13.5,9.5,4.1,0.55,2739,eng ENG,DF,it Serie A,34.0,1990.0,7.3,1,0,0,7,4,0,11,9,9,0,0,0,37,6,3,66.7,,,,,,,,DF,4
2740,Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,27.0,1997.0,33,33,2918,32.4,0,2,2,0,0,0,5,0,0.8,0.8,2.8,3.6,114,139,144,0.06,0.11,2740,eng ENG,DF,eng Premier League,27.0,1997.0,32.4,0,20,6,30.0,0.62,0.19,0.0,0.0,18.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8,2740,eng ENG,DF,eng Premier League,27.0,1997.0,32.4,1493,1693,88.2,22418,6584,2,2.8,2.3,-0.8,24,119,30,4,139,2740,eng ENG,DF,eng Premier League,27.0,1997.0,32.4,1693,1500,190,36,5,2,51,144,3,0,0,0,1493,3,33,2740,eng ENG,DF,eng Premier League,27.0,1997.0,32.4,63,1.94,40,3,10,5,3,2,7,0.22,2740,eng ENG,DF,eng Premier League,27.0,1997.0,32.4,44,29,22,15,7,35,45.7,19,27,15,12,19,63,90,1,2740,eng ENG,DF,eng Premier League,27.0,1997.0,32.4,2022,151,615,884,540,59,2022,92,38,41.3,39,42.4,1271,7917,4373,114,72,24,32,39,1433,144,3370,eng ENG,DF,eng Premier League,27.0,1997.0,33,2918,88,85.3,32.4,33,88.0,29,0,,2,0.3,23,77,-54,-1.67,-0.59,26.6,74.2,-47.7,-1.47,2740,eng ENG,DF,eng Premier League,27.0,1997.0,32.4,5,0,0,28,52,2,51,19,29,0,0,0,135,11,21,34.4,,,,,,,,DF,3
2742,Sebastian Walukiewicz,pl POL,DF,Torino,it Serie A,24.0,2000.0,29,20,1661,18.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,25,80,31,0.0,0.04,2742,pl POL,DF,it Serie A,24.0,2000.0,18.5,0,6,1,16.7,0.33,0.05,0.0,0.0,20.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,2742,pl POL,DF,it Serie A,24.0,2000.0,18.5,761,938,81.1,13048,4435,0,0.3,0.6,-0.3,4,74,14,5,80,2742,pl POL,DF,it Serie A,24.0,2000.0,18.5,938,827,107,14,0,3,24,93,0,0,0,0,761,4,13,2742,pl POL,DF,it Serie A,24.0,2000.0,18.5,16,0.87,15,0,0,1,0,0,1,0.05,2742,pl POL,DF,it Serie A,24.0,2000.0,18.5,38,20,18,16,4,31,74.2,8,21,8,13,18,56,60,0,2742,pl POL,DF,it Serie A,24.0,2000.0,18.5,1119,68,359,593,178,9,1119,22,6,27.3,14,63.6,557,2610,1425,25,13,0,9,5,694,31,3373,pl POL,DF,it Serie A,24.0,2000.0,29,1661,57,48.6,18.5,20,72.0,9,9,24.0,5,1.28,17,19,-2,-0.11,0.1,14.9,23.5,-8.6,-0.47,2742,pl POL,DF,it Serie A,24.0,2000.0,18.5,6,0,0,29,7,1,24,18,20,0,0,0,52,23,36,39.0,,,,,,,,DF,0
2743,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,24.0,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.0,0.04,2743,pl POL,DF,it Serie A,24.0,2000.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2743,pl POL,DF,it Serie A,24.0,2000.0,2.0,48,62,77.4,874,473,0,0.1,0.0,-0.1,1,6,1,0,8,2743,pl POL,DF,it Serie A,24.0,2000.0,2.0,62,55,6,2,0,1,2,4,0,0,0,0,48,1,0,2743,pl POL,DF,it Serie A,24.0,2000.0,2.0,4,2.0,4,0,0,0,0,0,0,0.0,2743,pl POL,DF,it Serie A,24.0,2000.0,2.0,1,0,1,0,0,1,0.0,1,3,3,0,1,2,15,0,2743,pl POL,DF,it Serie A,24.0,2000.0,2.0,83,16,37,38,9,0,83,0,0,,0,,32,279,157,2,0,0,2,0,33,3,3374,pl POL,DF,it Serie A,24.0,2000.0,2,180,90,5.3,2.0,2,90.0,2,0,,0,2.0,2,1,1,0.5,1.25,3.1,2.5,0.7,0.34,2743,pl POL,DF,it Serie A,24.0,2000.0,2.0,0,0,0,4,0,0,2,1,0,0,0,0,6,5,3,62.5,,,,,,,,DF,1
2744,Aaron Wan-Bissaka,eng ENG,DF,West Ham,eng Premier League,26.0,1997.0,36,35,3154,35.0,2,5,7,2,0,0,1,0,1.2,1.2,3.5,4.7,110,149,167,0.2,0.14,2744,eng ENG,DF,eng Premier League,26.0,1997.0,35.0,2,16,5,31.3,0.46,0.14,0.13,0.4,15.1,0,0,0,1.2,1.2,0.07,0.8,0.8,2744,eng ENG,DF,eng Premier League,26.0,1997.0,35.0,1472,1815,81.1,20696,7523,5,3.5,2.8,1.5,33,94,35,11,149,2744,eng ENG,DF,eng Premier League,26.0,1997.0,35.0,1815,1568,243,11,5,1,76,232,0,0,0,0,1472,4,62,2744,eng ENG,DF,eng Premier League,26.0,1997.0,35.0,93,2.65,75,4,7,3,2,2,10,0.29,2744,eng ENG,DF,eng Premier League,26.0,1997.0,35.0,70,49,33,32,5,32,71.9,9,37,11,26,66,136,125,0,2744,eng ENG,DF,eng Premier League,26.0,1997.0,35.0,2256,147,682,969,637,48,2256,122,64,52.5,43,35.2,1092,6700,3661,110,65,15,35,22,1322,167,3375,eng ENG,DF,eng Premier League,26.0,1997.0,36,3154,88,92.2,35.0,35,89.0,33,1,29.0,1,1.17,44,59,-15,-0.43,-0.09,42.3,56.2,-13.9,-0.4,2744,eng ENG,DF,eng Premier League,26.0,1997.0,35.0,1,0,0,25,27,5,76,66,49,0,0,1,174,22,33,40.0,,,,,,,,DF,3
2747,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,34.0,1989.0,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.06,2747,eng ENG,DF,eng Premier League,34.0,1989.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2747,eng ENG,DF,eng Premier League,34.0,1989.0,0.8,14,24,58.3,306,77,0,0.0,0.0,0.0,1,0,0,0,1,2747,eng ENG,DF,eng Premier League,34.0,1989.0,0.8,24,24,0,0,0,0,0,0,0,0,0,0,14,0,1,2747,eng ENG,DF,eng Premier League,34.0,1989.0,0.8,1,1.27,1,0,0,0,0,0,0,0.0,2747,eng ENG,DF,eng Premier League,34.0,1989.0,0.8,2,0,0,2,0,0,,0,0,0,0,0,2,3,0,2747,eng ENG,DF,eng Premier League,34.0,1989.0,0.8,32,3,17,15,1,0,32,1,0,0.0,1,100.0,15,43,15,0,0,0,0,0,16,1,3378,eng ENG,DF,eng Premier League,34.0,1989.0,2,71,36,2.1,0.8,1,70.0,0,1,1.0,18,3.0,3,2,1,1.27,1.29,1.1,1.4,-0.3,-0.37,2747,eng ENG,DF,eng Premier League,34.0,1989.0,0.8,1,0,0,4,0,0,0,0,0,0,0,0,7,1,0,100.0,,,,,,,,DF,1
